BookId,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
1495927,Daughter of Regals and Other Tales,Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""0006169856""","=""9780006169857""",0,3.76,,,,,1984,,2016/07/04,"to-read, ghoomakad","to-read (#157), ghoomakad (#156)",to-read,,,,,,,0,,,,,
2166491,Macintosh System 7.5 for Dummies,Bob LeVitus,"LeVitus, Bob",,"=""1568841973""","=""9781568841977""",0,3.33,For Dummies,Paperback,408,1994,1994,,2016/07/04,"to-read, ghoomakad","to-read (#158), ghoomakad (#157)",to-read,,,,,,,0,,,,,
1745409,Asgard,Nigel Frith,"Frith, Nigel",,"=""0048232092""","=""9780048232090""",0,3.00,,,,,1977,,2016/07/04,"to-read, ghoomakad","to-read (#156), ghoomakad (#155)",to-read,,,,,,,0,,,,,
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0375725784""","=""9780375725784""",0,3.67,Vintage,Paperback,496,2001,2000,,2016/07/04,"to-read, ghoomakad","to-read (#155), ghoomakad (#154)",to-read,,,,,,,0,,,,,
1062188,Everything you have is mine,Sandra Scoppettone,"Scoppettone, Sandra",,"=""1853814792""","=""9781853814792""",0,3.76,Virago,,272,1992,1991,,2016/07/04,"to-read, ghoomakad","to-read (#154), ghoomakad (#153)",to-read,,,,,,,0,,,,,
437049,The Hobbit or There and Back Again,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618002219""","=""9780618002214""",0,4.23,Houghton Mifflin,Paperback,275,1999,1937,,2016/07/04,"to-read, ghoomakad","to-read (#153), ghoomakad (#152)",to-read,,,,,,,0,,,,,
49891,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618002243""","=""9780618002245""",0,4.49,Houghton Mifflin Harcourt,Paperback,410,1999,1955,,2016/07/04,"to-read, ghoomakad","to-read (#152), ghoomakad (#151)",to-read,,,,,,,0,,,,,
16694,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618002235""","=""9780618002238""",0,4.40,Houghton Mifflin Harcourt,Paperback,328,1999,1954,,2016/07/04,"to-read, ghoomakad","to-read (#151), ghoomakad (#150)",to-read,,,,,,,0,,,,,
561603,A Village Divided,Rahi Masoom Raza,"Raza, Rahi Masoom",Gillian Wright,"=""0143029835""","=""9780143029830""",0,4.17,Penguin India,,352,2003,1966,,2016/07/04,"to-read, ghoomakad","to-read (#150), ghoomakad (#149)",to-read,,,,,,,0,,,,,
3737277,Fever,Sean Rowe,"Rowe, Sean",,"=""0316013366""","=""9780316013369""",0,2.66,Little Brown and Company,Paperback,226,2006,2005,,2016/07/04,"to-read, ghoomakad","to-read (#149), ghoomakad (#148)",to-read,,,,,,,0,,,,,
23276790,Randitangazhi,Thakazhi Sivasankara Pillai,"Pillai, Thakazhi Sivasankara",,"=""""","=""9788171306732""",0,3.98,DC Books,Paperback,116,2013,1948,,2016/07/04,"to-read, ghoomakad","to-read (#148), ghoomakad (#147)",to-read,,,,,,,0,,,,,
1815345,You've Been Warned,James Patterson,"Patterson, James",,"=""0755330455""","=""9780755330454""",0,3.52,Headline,Paperback,448,2008,2000,,2016/07/04,"to-read, ghoomakad","to-read (#147), ghoomakad (#146)",to-read,,,,,,,0,,,,,
141945,The Best American Short Stories 1993,Louise Erdrich,"Erdrich, Louise",Katrina Kenison,"=""0395636272""","=""9780395636275""",0,3.97,Houghton Mifflin,Paperback,395,1993,1993,,2016/07/04,"to-read, ghoomakad","to-read (#146), ghoomakad (#145)",to-read,,,,,,,0,,,,,
12675404,The Secret Of The Nagas (Shiva Trilogy 2),Amish Tripathi,"Tripathi, Amish",,"=""9380658796""","=""9789380658797""",0,3.95,Westland Books Ltd,Paperback,414,2011,2011,,2016/07/04,"to-read, ghoomakad","to-read (#145), ghoomakad (#144)",to-read,,,,,,,0,,,,,
6494283,A Most Wanted Man,John le Carré,"Carré, John le",,"=""0340977094""","=""9780340977095""",0,3.46,Hodder & Stoughton,Hardcover,418,2008,2008,,2016/07/04,"to-read, ghoomakad","to-read (#144), ghoomakad (#143)",to-read,,,,,,,0,,,,,
955266,The Second Ring of Power,Carlos Castaneda,"Castaneda, Carlos",,"=""0140192352""","=""9780140192353""",0,4.00,Arkana,,288,1990,1977,,2016/07/04,"to-read, ghoomakad","to-read (#143), ghoomakad (#142)",to-read,,,,,,,0,,,,,
185129,More Lives Than One,L. Purves,"Purves, L.",,"=""0340680431""","=""9780340680438""",0,3.38,Hodder & Stoughton,Paperback,248,1999,1999,,2016/07/04,"to-read, ghoomakad","to-read (#142), ghoomakad (#141)",to-read,,,,,,,0,,,,,
996272,Puzzle Adventures II: three adventure stories with puzzles to solve (The second Usborne book of Puzzle Adventures): No. 2,Karen Dolby,"Dolby, Karen","Susannah Leigh, Marjorie Everitt, Martin Oliver","=""0746003102""","=""9780746003107""",0,4.89,Usborne Publishing Ltd,Paperback,,1990,1990,,2016/07/04,"to-read, ghoomakad","to-read (#141), ghoomakad (#140)",to-read,,,,,,,0,,,,,
823968,Written On The Body,Jeanette Winterson,"Winterson, Jeanette",,"=""0394280148""","=""9780394280141""",0,4.08,Vintage Canada,Paperback,192,1993,1992,,2016/07/04,"to-read, ghoomakad","to-read (#140), ghoomakad (#139)",to-read,,,,,,,0,,,,,
21843012,Wolves and Other Nightmares,Alicen Grey,"Grey, Alicen",,"=""0615953476""","=""9780615953472""",0,4.00,Hologram Press,Paperback,84,2014,2014,,2016/07/04,"to-read, ghoomakad","to-read (#139), ghoomakad (#138)",to-read,,,,,,,0,,,,,
165859,Lizzie Siddal: Face of the Pre-Raphaelites,Lucinda Hawksley,"Hawksley, Lucinda",,"=""0802715508""","=""9780802715500""",0,4.04,Walker Books,Hardcover,230,2006,2004,,2016/07/04,"to-read, ghoomakad","to-read (#138), ghoomakad (#137)",to-read,,,,,,,0,,,,,
5093125,The Blue Peter Green Book,Lewis Bronze,"Bronze, Lewis","Nick Heathcote, Peter Brown","=""0563208864""","=""9780563208860""",0,0.0,BBC Books,Unknown Binding,64,1992,1990,,2016/07/04,"to-read, ghoomakad","to-read (#136), ghoomakad (#135)",to-read,,,,,,,0,,,,,
6307887,Watchmen,Alan Moore,"Moore, Alan",Dave Gibbons,"=""1401222668""","=""9781401222666""",0,4.34,,Paperback,436,2009,1987,,2016/07/04,"to-read, ghoomakad","to-read (#137), ghoomakad (#136)",to-read,,,,,,,0,,,,,
2547792,The Life and Times of The Thunderbolt Kid,Bill Bryson,"Bryson, Bill",,"=""0552155462""","=""9780552155465""",0,3.92,Black Swan,Paperback,384,2007,2006,,2016/07/04,"to-read, ghoomakad","to-read (#135), ghoomakad (#134)",to-read,,,,,,,0,,,,,
11882305,Before I Go to Sleep,S.J. Watson,"Watson, S.J.",,"=""0552164135""","=""9780552164139""",0,3.86,Black Swan,Paperback,372,2012,2011,,2016/07/04,"to-read, ghoomakad","to-read (#134), ghoomakad (#133)",to-read,,,,,,,0,,,,,
323328,Death in Venice and Seven Other Stories,Thomas Mann,"Mann, Thomas",H.T. Lowe-Porter,"=""0679722068""","=""9780679722069""",0,3.85,Vintage,Paperback,402,1989,1911,,2016/07/04,"to-read, ghoomakad","to-read (#132), ghoomakad (#131)",to-read,,,,,,,0,,,,,
18856418,Het lot van de kikker,Toon Tellegen,"Tellegen, Toon",,"=""9021450348""","=""9789021450346""",0,3.47,Querido,Paperback,176,2013,2013,,2016/07/04,"to-read, ghoomakad","to-read (#133), ghoomakad (#132)",to-read,,,,,,,0,,,,,
523325,Granta 41: Biography,Granta: The Magazine of New Writing,"Writing, Granta: The Magazine of New",Bill Buford,"=""0140140557""","=""9780140140552""",0,4.00,Penguin USA (P),Paperback,256,1993,1993,,2016/07/04,"to-read, ghoomakad","to-read (#131), ghoomakad (#130)",to-read,,,,,,,0,,,,,
82211,The Last Spymaster,Gayle Lynds,"Lynds, Gayle",,"=""031298877X""","=""9780312988777""",0,3.81,St. Martin's Paperbacks,Paperback,448,2007,2006,,2016/07/04,"to-read, ghoomakad","to-read (#130), ghoomakad (#129)",to-read,,,,,,,0,,,,,
2193608,India: A Million Mutinies Now,V.S. Naipaul,"Naipaul, V.S.",,"=""0670837024""","=""9780670837021""",0,3.89,Viking Books,Hardcover,521,1991,1990,,2016/07/04,"to-read, ghoomakad","to-read (#128), ghoomakad (#127)",to-read,,,,,,,0,,,,,
17899164,"Tik-Tik, The Master of Time",Musharraf Ali Farooqi,"Farooqi, Musharraf Ali",Michelle Farooqi,"=""8129121093""","=""9788129121097""",0,3.00,Red Turtle,Hardcover,152,,,,2016/07/04,"to-read, ghoomakad","to-read (#129), ghoomakad (#128)",to-read,,,,,,,0,,,,,
3114605,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""817223502X""","=""9788172235024""",0,4.11,HarperCollins,Paperback,198,2010,1999,,2016/07/04,"to-read, ghoomakad","to-read (#127), ghoomakad (#126)",to-read,,,,,,,0,,,,,
1362991,Swara Yoga: The Tantric Science of Brain Breathing,Swami Muktibodhananda,"Muktibodhananda, Swami",,"=""8185787360""","=""9788185787367""",0,4.33,Bihar School of Yoga,Paperback,210,2007,1999,,2016/07/04,"to-read, ghoomakad","to-read (#126), ghoomakad (#125)",to-read,,,,,,,0,,,,,
1336758,Teams That Click,Harvard Business School Press,"Press, Harvard Business School",,"=""1591393507""","=""9781591393504""",0,3.00,Harvard Business Press,Paperback,160,2004,2004,,2016/07/04,"to-read, ghoomakad","to-read (#125), ghoomakad (#124)",to-read,,,,,,,0,,,,,
12532019,Aleph,Paulo Coelho,"Coelho, Paulo",,"=""""","=""9780007456093""",0,3.38,Harper Collins Publishers,Paperback,300,,2010,,2016/07/04,"to-read, ghoomakad","to-read (#124), ghoomakad (#123)",to-read,,,,,,,0,,,,,
398175,Candy Is Dandy: The Best of Ogden Nash,Ogden Nash,"Nash, Ogden",Anthony Burgess,"=""0233988920""","=""9780233988924""",0,4.38,André Deutsch,Paperback,412,1998,1983,,2016/07/04,"to-read, ghoomakad","to-read (#122), ghoomakad (#121)",to-read,,,,,,,0,,,,,
45974,The Book of Disquiet,Fernando Pessoa,"Pessoa, Fernando",Richard Zenith,"=""0141183047""","=""9780141183046""",0,4.51,Penguin Classics,Paperback,544,2002,1982,,2016/07/04,"to-read, ghoomakad","to-read (#123), ghoomakad (#122)",to-read,,,,,,,0,,,,,
5219,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""0452282195""","=""9780452282193""",0,3.98,Plume,Paperback,216,2000,1970,,2016/07/04,"to-read, ghoomakad","to-read (#121), ghoomakad (#120)",to-read,,,,,,,0,,,,,
54811,Still Wild: Short Fiction of the American West 1950 to the Present,Larry McMurtry,"McMurtry, Larry",,"=""0684868830""","=""9780684868837""",0,3.69,Simon & Schuster,Paperback,416,2001,2000,,2016/07/04,"to-read, ghoomakad","to-read (#120), ghoomakad (#119)",to-read,,,,,,,0,,,,,
1229193,Mr. Midshipman Easy (Puffin Classics),Frederick Marryat,"Marryat, Frederick",,"=""0140351183""","=""9780140351187""",0,3.77,Puffin Books,Paperback,,1991,1836,,2016/07/04,"to-read, ghoomakad","to-read (#119), ghoomakad (#118)",to-read,,,,,,,0,,,,,
844235,The Bonfire of the Vanities ,Tom Wolfe,"Wolfe, Tom",,"=""033030660X""","=""9780330306607""",0,3.80,Picador Books,Paperback,731,1988,1987,,2016/07/04,"to-read, ghoomakad","to-read (#118), ghoomakad (#117)",to-read,,,,,,,0,,,,,
23122398,DOGS! An Anthology,Vidyun Sabhaney,"Sabhaney, Vidyun",Jeremy Stoll,"=""""","=""9789384439057""",0,3.80,AuthorsUpFront,Hardcover,,2014,2014,,2016/07/04,"to-read, ghoomakad","to-read (#117), ghoomakad (#116)",to-read,,,,,,,0,,,,,
21086955,"Pieter Plunker, Flying Taylor",P. Dennis,"Dennis, P.",,"=""035607904X""","=""9780356079042""",0,0.0,Macdonald,Hardcover,48,1983,1983,,2016/07/04,"to-read, ghoomakad","to-read (#116), ghoomakad (#115)",to-read,,,,,,,0,,,,,
1384936,Leave It To Me,Bharati Mukherjee,"Mukherjee, Bharati",,"=""0701161833""","=""9780701161835""",0,2.71,,,,,1997,,2016/07/04,"to-read, ghoomakad","to-read (#115), ghoomakad (#114)",to-read,,,,,,,0,,,,,
634598,Invasion,Robin Cook,"Cook, Robin",,"=""0330352881""","=""9780330352888""",0,3.59,Not Avail,Paperback,393,1997,1997,,2016/07/04,"to-read, ghoomakad","to-read (#114), ghoomakad (#113)",to-read,,,,,,,0,,,,,
12764590,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""1908533048""","=""9781908533043""",0,3.87,"Atlantic Publishing, Croxley Green",Paperback,169,2012,1925,,2016/07/04,"to-read, ghoomakad","to-read (#113), ghoomakad (#112)",to-read,,,,,,,0,,,,,
1964553,The Tailor Of Panama,John le Carré,"Carré, John le",,"=""0340684798""","=""9780340684795""",0,3.42,Hodder&Stoughton,Mass Market Paperback,460,1996,1991,,2016/07/04,"to-read, ghoomakad","to-read (#112), ghoomakad (#111)",to-read,,,,,,,0,,,,,
864428,Conversations with God Book 3: An Uncommon Dialogue,Neale Donald Walsch,"Walsch, Neale Donald",,"=""0340765453""","=""9780340765456""",0,4.17,Hodder & Stoughton,Paperback,,1999,1996,,2016/07/04,"to-read, ghoomakad","to-read (#111), ghoomakad (#110)",to-read,,,,,,,0,,,,,
2416962,The Book of Man,Osho,"Osho, Osho",,"=""0143032313""","=""9780143032311""",0,4.04,Penguin Books,Hardcover,277,2004,1999,,2016/07/04,"to-read, ghoomakad","to-read (#110), ghoomakad (#109)",to-read,,,,,,,0,,,,,
299813,G.,John Berger,"Berger, John",,"=""0679736549""","=""9780679736547""",0,3.49,Vintage,Paperback,336,1992,1972,,2016/07/04,"to-read, ghoomakad","to-read (#109), ghoomakad (#108)",to-read,,,,,,,0,,,,,
2794,The Crying of Lot 49,Thomas Pynchon,"Pynchon, Thomas",,"=""006091307X""","=""9780060913076""",0,3.71,Harper Perennial,Paperback,155,2006,1966,,2016/07/04,"to-read, ghoomakad","to-read (#108), ghoomakad (#107)",to-read,,,,,,,0,,,,,
214721,The Electric Kool Aid Acid Test,Tom Wolfe,"Wolfe, Tom",,"=""0552993662""","=""9780552993661""",0,3.91,Black Swan,Paperback,368,1989,1968,,2016/07/04,"to-read, ghoomakad","to-read (#107), ghoomakad (#106)",to-read,,,,,,,0,,,,,
1817980,An Insular Possession,Timothy Mo,"Mo, Timothy",,"=""0330298100""","=""9780330298100""",0,3.68,Picador,Paperback,672,1987,1986,,2016/07/04,"to-read, ghoomakad","to-read (#106), ghoomakad (#105)",to-read,,,,,,,0,,,,,
968239,The French Lieutenant's Woman,John Fowles,"Fowles, John",,"=""0099497077""","=""9780099497073""",0,3.84,Vintage Classics,Paperback,464,2005,1969,,2016/07/04,"to-read, ghoomakad","to-read (#105), ghoomakad (#104)",to-read,,,,,,,0,,,,,
52939,Another Way of Telling,John Berger,"Berger, John",Jean Mohr,"=""0679737243""","=""9780679737247""",0,4.14,Vintage,Paperback,304,1995,1982,,2016/07/04,"to-read, ghoomakad","to-read (#104), ghoomakad (#103)",to-read,,,,,,,0,,,,,
134924,"Respected Sir, Wedding Song, The Search",Naguib Mahfouz,"Mahfouz, Naguib",,"=""0385498365""","=""9780385498364""",0,4.19,Anchor,Paperback,464,2001,2001,,2016/07/04,"to-read, ghoomakad","to-read (#103), ghoomakad (#102)",to-read,,,,,,,0,,,,,
1074383,84 Charing Cross Road,Helene Hanff,"Hanff, Helene",,"=""0751503843""","=""9780751503845""",0,4.18,Sphere,Mass Market Paperback,230,2007,1970,,2016/07/04,"to-read, ghoomakad","to-read (#102), ghoomakad (#101)",to-read,,,,,,,0,,,,,
1379831,Life Before Man,Margaret Atwood,"Atwood, Margaret",,"=""0860681920""","=""9780860681922""",0,3.41,,,,,1979,,2016/07/04,"to-read, ghoomakad","to-read (#101), ghoomakad (#100)",to-read,,,,,,,0,,,,,
10658,The New New Thing: A Silicon Valley Story,Michael Lewis,"Lewis, Michael",,"=""0140296468""","=""9780140296464""",0,3.68,Penguin Books,Paperback,289,2001,1999,,2016/07/04,"to-read, ghoomakad","to-read (#100), ghoomakad (#99)",to-read,,,,,,,0,,,,,
6677976,Shalimar the Clown ,Salman Rushdie,"Rushdie, Salman",,"=""009949809X""","=""9780099498094""",0,3.85,Random House,Paperback,649,2007,2005,,2016/07/04,"to-read, ghoomakad","to-read (#99), ghoomakad (#98)",to-read,,,,,,,0,,,,,
3098607,Armadale,Wilkie Collins,"Collins, Wilkie",Catharine Peters,"=""0192818023""","=""9780192818027""",0,3.86,"Oxford University Press, USA",Paperback,829,1990,1866,,2016/07/04,"to-read, ghoomakad","to-read (#98), ghoomakad (#97)",to-read,,,,,,,0,,,,,
23392349,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""178022866X""","=""9781780228662""",0,4.00,Phoenix Fiction,Mass Market Paperback,480,2014,2012,,2016/07/04,"to-read, ghoomakad","to-read (#97), ghoomakad (#96)",to-read,,,,,,,0,,,,,
579756,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",,"=""0141024879""","=""9780141024875""",0,4.18,Penguin Classics,Mass Market Paperback,393,2006,1962,,2016/07/04,"to-read, ghoomakad","to-read (#96), ghoomakad (#95)",to-read,,,,,,,0,,,,,
7187728,"Unseen Academicals (Discworld, #37)",Terry Pratchett,"Pratchett, Terry",,"=""0552153370""","=""9780552153379""",0,3.96,Corgi,Paperback,540,2010,2007,,2016/07/04,"to-read, ghoomakad","to-read (#95), ghoomakad (#94)",to-read,,,,,,,0,,,,,
896929,Disgrace ,J.M. Coetzee,"Coetzee, J.M.",,"=""0099284820""","=""9780099284826""",0,3.83,Vintage,Paperback,220,2000,1999,,2016/07/04,"to-read, ghoomakad","to-read (#94), ghoomakad (#93)",to-read,,,,,,,0,,,,,
1141419,In Another Light,Andrew Greig,"Greig, Andrew",,"=""0753820072""","=""9780753820070""",0,3.93,Phoenix,Paperback,,2006,2004,,2016/07/04,"to-read, ghoomakad","to-read (#93), ghoomakad (#92)",to-read,,,,,,,0,,,,,
10863963,The White Tiger,Aravind Adiga,"Adiga, Aravind",,"=""8172238479""","=""9788172238476""",0,3.70,,Paperback,328,,2008,,2016/07/04,"to-read, ghoomakad","to-read (#92), ghoomakad (#91)",to-read,,,,,,,0,,,,,
80519,Four Great Plays: A Doll's House/The Wild Duck/Hedda Gabler/The Master Builder,Henrik Ibsen,"Ibsen, Henrik",Alyssa Harad,"=""1416500383""","=""9781416500384""",0,4.02,Simon & Schuster,paper,448,2005,1940,,2016/07/04,"to-read, ghoomakad","to-read (#91), ghoomakad (#90)",to-read,,,,,,,0,,,,,
1441916,The Growing Pains of Adrian Mole  ,Sue Townsend,"Townsend, Sue",Caroline Holden,"=""0413588106""","=""9780413588104""",0,3.93,Methuen Books,Paperback,203,1984,1984,,2016/07/04,"to-read, ghoomakad","to-read (#90), ghoomakad (#89)",to-read,,,,,,,0,,,,,
873640,News from No Man's Land: Reporting the World,John Cody Fidler-Simpson,"Fidler-Simpson, John Cody",,"=""0330487353""","=""9780330487351""",0,3.74,Pan Publishing,Paperback,471,2006,2002,,2016/07/04,"to-read, ghoomakad","to-read (#89), ghoomakad (#88)",to-read,,,,,,,0,,,,,
9963871,Mao Zedong,Jon Halliday Jung Chang,"Chang, Jon Halliday Jung",Jon Halliday,"=""009928247X""","=""9780099282471""",0,3.78,Arrow Books Ltd,Paperback,,2002,2002,,2016/07/04,"to-read, ghoomakad","to-read (#88), ghoomakad (#87)",to-read,,,,,,,0,,,,,
833422,"Equal Rites (Discworld, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0552131059""","=""9780552131056""",0,3.97,Corgi,Mass Market Paperback,283,1989,1987,,2016/07/04,"to-read, ghoomakad","to-read (#87), ghoomakad (#86)",to-read,,,,,,,0,,,,,
17201943,Stål,Silvia Avallone,"Avallone, Silvia",Johanna Hedenberg,"=""""","=""9789127135017""",0,3.37,Natur & Kultur,Paperback,395,2012,2010,,2016/07/04,"to-read, ghoomakad","to-read (#86), ghoomakad (#85)",to-read,,,,,,,0,,,,,
53925,The War of the End of the World,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""0571139612""","=""9780571139613""",0,4.20,Faber Faber Inc,Paperback,568,1986,1981,,2016/07/04,"to-read, ghoomakad","to-read (#85), ghoomakad (#84)",to-read,,,,,,,0,,,,,
3025216,Je Suis La Vie Même: Le Paradoxe Absolu Du Rien En Tant Que Tout,Unmani-Liza Hyde,"Hyde, Unmani-Liza",,"=""2910677702""","=""9782910677701""",0,0.0,l'Originel-C. Antoni,,141,2007,2007,,2016/07/04,"to-read, ghoomakad","to-read (#84), ghoomakad (#83)",to-read,,,,,,,0,,,,,
264365,The Plays of Oscar Wilde,Oscar Wilde,"Wilde, Oscar",,"=""1840224185""","=""9781840224184""",0,4.37,Wordsworth Classics,Paperback,444,2000,1908,,2016/07/04,"to-read, ghoomakad","to-read (#83), ghoomakad (#82)",to-read,,,,,,,0,,,,,
17184433,These Errors Are Correct,Jeet Thayil,"Thayil, Jeet",,"=""8189975420""","=""9788189975425""",0,3.68,Westland,Paperback,124,2008,2008,,2016/07/04,"to-read, ghoomakad","to-read (#82), ghoomakad (#81)",to-read,,,,,,,0,,,,,
536578,Cuba and the Night,Pico Iyer,"Iyer, Pico",,"=""067976075X""","=""9780679760757""",0,3.40,Vintage,Paperback,256,1996,1995,,2016/07/04,"to-read, ghoomakad","to-read (#81), ghoomakad (#80)",to-read,,,,,,,0,,,,,
